month,lead_organisation,organisation_type,donor,sector,education_level,monitoring_indicator,main_activity,implementing_partner,county,sub_county,start_date,end_date,activity_status,boys,girls,men,women,beneficiary_type,total_reached,comments,source,number_schools,adm1_pcode,indicator_short,sector_reached
September,Women Educational Researchers of Kenya,National NGO,EAC,Education,Secondary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Mentorship sessions,Women Educational Researchers of Kenya,Kwale,NA,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Ongoing,235,260,NA,NA,Vulnerable Residents,495,NA,5W_ Education_Sep 2023 Kwale Kajiado Narok and Kilifi Report.xlsx,NA,KE002,6. Children resilience enhancing,495
September,Women Educational Researchers of Kenya,National NGO,EAC,Education,Secondary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Mentorship sessions,Women Educational Researchers of Kenya,Kajiado,NA,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Ongoing,129,650,NA,NA,Vulnerable Residents,779,NA,5W_ Education_Sep 2023 Kwale Kajiado Narok and Kilifi Report.xlsx,NA,KE034,6. Children resilience enhancing,779
September,Women Educational Researchers of Kenya,National NGO,EAC,Education,Secondary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Mentorship sessions,Women Educational Researchers of Kenya,Narok,NA,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Ongoing,1605,1685,NA,NA,Vulnerable Residents,3290,NA,5W_ Education_Sep 2023 Kwale Kajiado Narok and Kilifi Report.xlsx,NA,KE033,6. Children resilience enhancing,3290
August,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrolment of OOSC,Save the Children,Baringo,Tiaty,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,159,161,NA,NA,Vulnerable Residents,320,NA,Copy of eie_5ws_tempate_v2_20230720 August LZO.xlsx,NA,KE030,1. Access ECD spaces/schools,320
August,UNICEF,United Nations,EAC,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",ICT teachers capacity building on uploading DAA,Save the Children,Baringo,Tiaty,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,NA,NA,6,44,Vulnerable Residents,50,NA,Copy of eie_5ws_tempate_v2_20230720 August LZO.xlsx,50,KE030,5. Educators resilience enhancing,50
August,UNICEF,United Nations,EAC,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Student mentorship,Save the Children,Baringo,Tiaty,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,215,230,NA,NA,Vulnerable Residents,445,NA,Copy of eie_5ws_tempate_v2_20230720 August LZO.xlsx,NA,KE030,6. Children resilience enhancing,445
August,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrolment of OOSC CWD,Special Olympics Kenya,Samburu,Samburu West,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,3,4,NA,NA,Persons with Disabilities,7,NA,Copy of eie_5ws_tempate_v2_20230720 August LZO.xlsx,NA,KE025,1. Access ECD spaces/schools,7
August,UNICEF,United Nations,EAC,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Teachers capacity building on inclusive education and Universal Learning Design,Special Olympics Kenya,Samburu,Samburu West,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,NA,NA,10,18,Vulnerable Residents,28,NA,Copy of eie_5ws_tempate_v2_20230720 August LZO.xlsx,NA,KE025,6. Children resilience enhancing,28
August,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrolment of OOSC,Finn Church Aid,West Pokot,Pokot North,2023-07-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,1006,838,NA,NA,Vulnerable Residents,1844,NA,Copy of eie_5ws_tempate_v2_20230720 August LZO.xlsx,NA,KE024,1. Access ECD spaces/schools,1844
August,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrolment of OOSC,Finn Church Aid,West Pokot,Kacheliba,2023-07-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,922,857,NA,NA,Vulnerable Residents,1779,NA,Copy of eie_5ws_tempate_v2_20230720 August LZO.xlsx,NA,KE024,1. Access ECD spaces/schools,1779
August,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrolment of OOSC,Finn Church Aid,West Pokot,Pokot Central,2023-07-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,846,893,NA,NA,Vulnerable Residents,1739,NA,Copy of eie_5ws_tempate_v2_20230720 August LZO.xlsx,NA,KE024,1. Access ECD spaces/schools,1739
August,UNICEF,United Nations,EAC,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Capaity building of head teachers and guiding and counseling teachers on resilience (MPHSS),Finn Church Aid,West Pokot,Pokot Central,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,NA,NA,15,19,Vulnerable Residents,34,NA,Copy of eie_5ws_tempate_v2_20230720 August LZO.xlsx,NA,KE024,5. Educators resilience enhancing,34
August,UNICEF,United Nations,EAC,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Capaity building of head teachers and guiding and counseling teachers on resilience (MPHSS),Finn Church Aid,West Pokot,Pokot North,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,NA,NA,20,14,Vulnerable Residents,34,NA,Copy of eie_5ws_tempate_v2_20230720 August LZO.xlsx,NA,KE024,5. Educators resilience enhancing,34
August,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrolment of OOSC,Save the Children,Turkana,Turkana North,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,1745,2160,NA,NA,Vulnerable Residents,3905,NA,Copy of eie_5ws_tempate_v2_20230720 August LZO.xlsx,NA,KE023,1. Access ECD spaces/schools,3905
August,UNICEF,United Nations,EAC,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Training peer educators,Lifeskills Promoters,Turkana,Turkana Central,2023-08-01T00:00:00Z,2023-09-01T00:00:00Z,Ongoing,184,200,NA,NA,Vulnerable Residents,384,NA,Copy of eie_5ws_tempate_v2_20230720 August LZO.xlsx,NA,KE023,6. Children resilience enhancing,384
August,UNICEF,United Nations,PROSPECTS,Education,ECE,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",BOMs drawn from 6 ECD centres participated in a review meeting aimed at enhancing their participation in the management of ECD centres.,Finn Church Aid,Turkana,Turkana West,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,NA,NA,35,55,Refugees,90,NA,Copy of eie_5ws_tempate_v2_20230720 August LZO.xlsx,6,KE023,5. Educators resilience enhancing,90
August,UNICEF,United Nations,PROSPECTS,Education,ECE,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",BOMs drawn from 6 ECD centres participated in a review meeting aimed at enhancing their participation in the management of ECD centres.,Finn Church Aid,Turkana,Turkana West,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,NA,NA,18,27,Refugees,45,NA,Copy of eie_5ws_tempate_v2_20230720 August LZO.xlsx,6,KE023,5. Educators resilience enhancing,45
August,UNICEF,United Nations,PROSPECTS,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Parents training on mental health and pyschosocial support,Finn Church Aid,Turkana,Turkana West,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,NA,NA,106,394,Refugees,500,NA,Copy of eie_5ws_tempate_v2_20230720 August LZO.xlsx,NA,KE023,1. Access ECD spaces/schools,500
August,UNICEF,United Nations,PROSPECTS,Education,Secondary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Learning and end of term two examinations supported in schools by the 12 teachers in the 7sec schools in Kakuma and 2 secondary schools in Kalobeyei,Windle International,Turkana,Turkana West,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,NA,NA,12453,6234,Refugees,18687,NA,Copy of eie_5ws_tempate_v2_20230720 August LZO.xlsx,9,KE023,1. Access ECD spaces/schools,18687
August,UNICEF,United Nations,PROSPECTS,Education,Vocational,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Youth currently enrolled and undertaking digital marketing and web design courses.,Finn Church Aid,Turkana,Turkana West,2023-08-01T00:00:00Z,2023-08-01T00:00:00Z,Completed,NA,NA,40,14,Refugees,54,NA,Copy of eie_5ws_tempate_v2_20230720 August LZO.xlsx,6,KE023,1. Access ECD spaces/schools,54
August,ChildFund Kenya,International NGO,MFAT and ChildFund Newzealand,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of school feeding program to ECD centres,Emali Dedicated Children Agency,Kajiado,Kajiado Central,2023-05-01T00:00:00Z,2023-12-01T00:00:00Z,Ongoing,348,351,NA,NA,Vulnerable Residents,699,NA,Copy of eie_5ws_template_v2_childfund.xlsx,5,KE034,2. Feeding programmes,699
August,ChildFund Kenya,International NGO,MFAT and ChildFund Newzealand,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of school feeding program to ECD centres,Emali Dedicated Children Agency,Kajiado,Kajiado East,2023-05-01T00:00:00Z,2023-12-01T00:00:00Z,Ongoing,343,295,NA,NA,Vulnerable Residents,638,NA,Copy of eie_5ws_template_v2_childfund.xlsx,5,KE034,2. Feeding programmes,638
August,ChildFund Kenya,International NGO,MFAT and ChildFund Newzealand,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of school feeding program to ECD centres,Emali Dedicated Children Agency,Kajiado,Kajiado North,2023-05-01T00:00:00Z,2023-12-01T00:00:00Z,Ongoing,365,335,NA,NA,Vulnerable Residents,700,NA,Copy of eie_5ws_template_v2_childfund.xlsx,5,KE034,2. Feeding programmes,700
August,ChildFund Kenya,International NGO,MFAT and ChildFund Newzealand,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of school feeding program to ECD centres,Emali Dedicated Children Agency,Kajiado,Kajiado South,2023-05-01T00:00:00Z,2023-12-01T00:00:00Z,Ongoing,395,398,NA,NA,Vulnerable Residents,793,NA,Copy of eie_5ws_template_v2_childfund.xlsx,5,KE034,2. Feeding programmes,793
August,ChildFund Kenya,International NGO,MFAT and ChildFund Newzealand,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of school feeding program to ECD centres,Emali Dedicated Children Agency,Kajiado,Kajiado West,2023-05-01T00:00:00Z,2023-12-01T00:00:00Z,Ongoing,376,354,NA,NA,Vulnerable Residents,730,NA,Copy of eie_5ws_template_v2_childfund.xlsx,8,KE034,2. Feeding programmes,730
August,ChildFund Kenya,International NGO,MFAT and ChildFund Newzealand,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of school feeding program to ECD centres,Emali Dedicated Children Agency,Makueni,Kibwezi West,2023-05-01T00:00:00Z,2023-12-01T00:00:00Z,Ongoing,334,354,NA,NA,Vulnerable Residents,688,NA,Copy of eie_5ws_template_v2_childfund.xlsx,9,KE017,2. Feeding programmes,688
August,ChildFund Kenya,International NGO,ChildFund International,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of school feeding program to ECD centres,Samburu Children Program,Samburu,Samburu North,2023-05-01T00:00:00Z,2023-12-01T00:00:00Z,Ongoing,326,310,NA,NA,Vulnerable Residents,636,NA,Copy of eie_5ws_template_v2_childfund.xlsx,3,KE025,2. Feeding programmes,636
August,ChildFund Kenya,International NGO,ChildFund Germany,Education,ECE,indicator 2 # of schools/ECD spaces with feeding programmes,Provision of school feeding program to ECD centres,Frontiers Community Development Organization,Turkana,Turkana Central,2023-05-01T00:00:00Z,2023-12-01T00:00:00Z,Completed,266,287,NA,NA,Vulnerable Residents,553,NA,Copy of eie_5ws_template_v2_childfund.xlsx,3,KE023,2. Feeding programmes,553
September,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,chilldren were supported with accelerated education program to catch to ensure their placement in the right grade,Finn Church Aid,Marsabit,Saku,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,43,49,NA,NA,NA,92,NA,eie_5ws_gzo_september.xlsx,60,KE010,1. Access ECD spaces/schools,92
September,UNICEF,United Nations,EAC,Education,Primary,"indicator 5.1 # of teachers trained on any programme, including resilience",Teachers and Education officers were trained on mentsohip activties to support newly enrolled leaners and mitigate agianst school drop out,Finn Church Aid,Marsabit,Mandera East,NA,2023-09-01T00:00:00Z,Completed,NA,NA,20,2,NA,22,NA,eie_5ws_gzo_september.xlsx,60,KE010,NA,NA
September,UNICEF,United Nations,EAC,Education,Primary,"indicator 5.2 # of BoM trained on any programme, including resilience",School BOM trained on implmentation of sustaibility plans,County Director of Education Wajir,Wajir,"Wajir East, West, and Wajir South",NA,2023-09-01T00:00:00Z,Completed,NA,NA,41,7,NA,48,NA,eie_5ws_gzo_september.xlsx,80,KE008,NA,NA
September,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Moblization of out of school children was done in 2 sub counties of Tana Delta and Tana North to increase school enrolment,Tana North and Tana Delta,Tana River,Tana North and Tana Delta,NA,2023-09-01T00:00:00Z,Completed,200,195,NA,NA,NA,395,NA,eie_5ws_gzo_september.xlsx,60,KE004,1. Access ECD spaces/schools,395
September,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,chilldren were supported with accelerated education program to catch to ensure their placement in the right grade,Tana North and Tana Delta,Tana River,Tana Delta,NA,2023-09-01T00:00:00Z,Completed,18,28,NA,NA,NA,46,NA,eie_5ws_gzo_september.xlsx,20,KE004,1. Access ECD spaces/schools,46
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Support head teachers and teachers to develop and implement extra lessons for remedial catch up classes targeting enrolled drop-out children,Save the Children,Wajir,Eldas,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,8,1,Vulnerable Residents,9,"9 incentve teachers  recruited in the month February for the highly enrolled schools as result of the OOSC project enrollment drives have been paid their monthly wages. They have been trained on the best pedogogy of conducting this remedials /catch up classe, the same teachrs are providing the same serviec to the over aged  newly enrolled  and droup out OOSC who need accelerated learning.",eie_5ws_save_the_children_september.xlsx,9,KE008,5. Educators resilience enhancing,9
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Support head teachers and teachers to develop and implement extra lessons for remedial catch up classes targeting enrolled drop-out children,Save the Children,Wajir,Wajir North,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,7,1,Vulnerable Residents,8,"8 incentive teachers  recruited in the month February for the highly enrolled schools as result of the OOSC project enrollment drives have been paid their monthly wages. They have been trained on the best pedogogy of conducting this remedials /catch up classe, the same teachrs are providing the same serviec to the over aged  newly enrolled  and droup out OOSC who need accelerated learning.",eie_5ws_save_the_children_september.xlsx,8,KE008,5. Educators resilience enhancing,8
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Support head teachers and teachers to develop and implement extra lessons for remedial catch up classes targeting enrolled drop-out children,Save the Children,Wajir,Wajir South,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,5,1,Vulnerable Residents,6,"6 incentive teachers  recruited in the month February for the highly enrolled schools as result of the OOSC project enrollment drives have been paid their monthly wages. They have been trained on the best pedogogy of conducting this remedials /catch up classe, the same teachrs are providing the same serviec to the over aged  newly enrolled  and droup out OOSC who need accelerated learning.",eie_5ws_save_the_children_september.xlsx,6,KE008,5. Educators resilience enhancing,6
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Support head teachers and teachers to develop and implement extra lessons for remedial catch up classes targeting enrolled drop-out children,Save the Children,Baringo,Tiaty,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,12,5,Vulnerable Residents,17,"ICT teachers and school heads were trained to ensure that all OOS learners are captured on the DAA. In this activity, the project focused on schools that had reported more learners of village and school tools but had not updated on the DAA. In total, the project supported all the 50 (44M 6F)ICT teachers schools to upload data on enrolled OOSC.",eie_5ws_save_the_children_september.xlsx,8,KE030,5. Educators resilience enhancing,17
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Support head teachers and teachers to develop and implement extra lessons for remedial catch up classes targeting enrolled drop-out children,Save the Children,Baringo,Baringo South,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,11,2,Vulnerable Residents,13,"The project followed up with the ICT teachers and school heads to ensure that all OOS learners are captured on the DAA. In this activity, the project focused on schools that had reported more learners of village and school tools but had not updated on the DAA. In total, the project supported all the 50 (44M 6F)ICT teachers schools to upload data on enrolled OOSC.",eie_5ws_save_the_children_september.xlsx,9,KE030,5. Educators resilience enhancing,13
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Support head teachers and teachers to develop and implement extra lessons for remedial catch up classes targeting enrolled drop-out children,Save the Children,Turkana,Turkana North,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,8,1,Vulnerable Residents,9,Provide Teachers' incentives to support largely understaffed schools and accelerated education programmes for late-entry/over aged OOSC,eie_5ws_save_the_children_september.xlsx,9,KE023,5. Educators resilience enhancing,9
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Support head teachers and teachers to develop and implement extra lessons for remedial catch up classes targeting enrolled drop-out children,Save the Children,Turkana,Loima,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,8,1,Vulnerable Residents,9,Provide Teachers' incentives to support largely understaffed schools and accelerated education programmes for late-entry/over aged OOSC,eie_5ws_save_the_children_september.xlsx,9,KE023,5. Educators resilience enhancing,9
September,Save the Children,International NGO,ECHO,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Training school children on resilience,Save the Children,Garissa,Dadaab,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,78,97,0,0,Refugees,175,These are children trained on resilience as part of the child protection program for the ECHO project in Kakuma,eie_5ws_save_the_children_september.xlsx,12,KE007,6. Children resilience enhancing,175
September,Save the Children,International NGO,ECHO,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Providing learners with psychosocial support,Save the Children,Garissa,Dadaab,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,18,20,0,0,Refugees,38,These are children in school provided with psychosocial support in Dadaab,eie_5ws_save_the_children_september.xlsx,14,KE007,6. Children resilience enhancing,38
September,Save the Children,International NGO,ECHO,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enroll learners in school to access education,Save the Children,Garissa,Dadaab,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,30,18,0,0,Refugees,48,These are new learners enrolled in the learning centers within the month,eie_5ws_save_the_children_september.xlsx,14,KE007,1. Access ECD spaces/schools,48
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct an OOSC enrolment campaign through child-to-child, door-to-door approaches and public gatherings (barazas)",Save the Children,Wajir,Eldas,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,390,302,NA,NA,Vulnerable Residents,692,Two enrollment drive was conducted in wajir for the target sub counties for the month of sptember. And children who were out of school were brought back.,eie_5ws_save_the_children_september.xlsx,32,KE008,1. Access ECD spaces/schools,692
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct an OOSC enrolment campaign through child-to-child, door-to-door approaches and public gatherings (barazas)",Save the Children,Wajir,Wajir North,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,108,212,NA,NA,Vulnerable Residents,320,Two enrollment drive was conducted in wajir for the target sub counties for the month of sptember. And children who were out of school were brought back.,eie_5ws_save_the_children_september.xlsx,28,KE008,1. Access ECD spaces/schools,320
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct an OOSC enrolment campaign through child-to-child, door-to-door approaches and public gatherings (barazas)",Save the Children,Wajir,Wajir South,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,254,204,NA,NA,Vulnerable Residents,458,Two enrollment drive was conducted in wajir for the target sub counties for the month of sptember. And children who were out of school were brought back.,eie_5ws_save_the_children_september.xlsx,19,KE008,1. Access ECD spaces/schools,458
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct an OOSC enrolment campaign through child-to-child, door-to-door approaches and public gatherings (barazas)",Save the Children,Turkana,Turkana North,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,496,444,NA,NA,Vulnerable Residents,940,Enrollment drives were conducted both in Kibish and Tirkana North to moblise OOSC back to school. 940 learners in Turkana North were retruned back to school and enrollned in DAA,eie_5ws_save_the_children_september.xlsx,22,KE023,1. Access ECD spaces/schools,940
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct an OOSC enrolment campaign through child-to-child, door-to-door approaches and public gatherings (barazas)",Save the Children,Turkana,Turkana Central,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,400,352,NA,NA,Vulnerable Residents,752,Enrollment drives were conducted both in Kibish and Tirkana North to moblise OOSC back to school. 752 learners in Kibish were retruned back to school and enrolled in DAA,eie_5ws_save_the_children_september.xlsx,18,KE023,1. Access ECD spaces/schools,752
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct an OOSC enrolment campaign through child-to-child, door-to-door approaches and public gatherings (barazas)",Save the Children,Baringo,Tiaty,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,119,99,NA,NA,Vulnerable Residents,218,"The project organised and coordinated 3 enrolment drives in the two sub counties. Through this activity, the project was able to enroll a total of 218 (99Girls 119Boys) OOSC in Tiaty East",eie_5ws_save_the_children_september.xlsx,12,KE030,1. Access ECD spaces/schools,218
September,Save the Children,International NGO,UNICEF Operation Come Back to School,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct an OOSC enrolment campaign through child-to-child, door-to-door approaches and public gatherings (barazas)",Save the Children,Baringo,Baringo Central,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,97,85,NA,NA,Vulnerable Residents,182,"The project organised and coordinated 3 enrolment drives in the two sub counties. Through this activity, the project was able to enroll a total of 182 (85Girls 97Boys) OOSC in Marigat",eie_5ws_save_the_children_september.xlsx,16,KE030,1. Access ECD spaces/schools,182
September,Windle International,International NGO,PROSPECTS/ECHO,Education,Secondary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,12 secondary school teachers on board supporting teaching of STEM related subjects in secondary schools,Windle International,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,12453,6234,NA,NA,Refugees,18687,NA,eie_5ws_september LZO.xlsx,NA,KE023,1. Access ECD spaces/schools,18687
September,UNICEF,United Nations,PROSPECTS,Education,ECE,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Children and youth accessing ECD spaces/schools in drought affected areas,Finn Church Aid,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,2521,2251,NA,NA,Refugees,4772,Learners enrolled across the 6 ECE centres.,eie_5ws_september LZO.xlsx,NA,KE023,1. Access ECD spaces/schools,4772
September,UNICEF,United Nations,PROSPECTS,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Children and youth accessing ECD spaces/schools in drought affected areas,Finn Church Aid,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,9911,7368,NA,NA,Refugees,17279,Learners enrolled across the 6 primary schools.,eie_5ws_september LZO.xlsx,6,KE023,1. Access ECD spaces/schools,17279
September,UNICEF,United Nations,PROSPECTS,Education,Secondary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Junior Secondary learners supported to access education,Finn Church Aid,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,929,548,NA,NA,Refugees,1477,Junior Secondary learners supported to access schools,eie_5ws_september LZO.xlsx,6,KE023,1. Access ECD spaces/schools,1477
September,UNICEF,United Nations,PROSPECTS,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",BOMs participating in quarterly review meeting aimed at enhancing their participation in the management of schools.,Finn Church Aid,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,44,36,Refugees,80,BOMs participating in the reflection sessions across the primary schools,eie_5ws_september LZO.xlsx,6,KE023,5. Educators resilience enhancing,80
September,UNICEF,United Nations,PROSPECTS,Education,ECE,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",ECE parents trained on mental health and PSS,Finn Church Aid,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,25,125,Refugees,150,ECD Parents training on mental health and that of their children during a crisis and how to enhance ECD enrolment.,eie_5ws_september LZO.xlsx,6,KE023,5. Educators resilience enhancing,150
September,UNICEF,United Nations,PROSPECTS,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",primary parents trained on mental health and that of their children during a crisis.,Finn Church Aid,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,NA,NA,66,104,Refugees,170,Primary parents training on mental health and that of their children during a crisis and how to enhance ECD enrolment.,eie_5ws_september LZO.xlsx,6,KE023,5. Educators resilience enhancing,170
September,Jesuit Refugee Service,International NGO,UNHCR,Education,Secondary,indicator 4 # of schools with adequate quantites of safe water for drinking and personal hygiene,Construction of 1 block of 6 - door Gender Responsive latrine ongoing,Jesuit Refugee Service,Turkana,Turkana West,2023-09-01T00:00:00Z,2023-09-01T00:00:00Z,Completed,796,375,1646,1003,Refugees,3820,NA,eie_5ws_september LZO.xlsx,1,KE023,"4. Safe water, personal hygiene",0
