county,sub_indicator,month,sex_modifier,age_modifier,beneficiary_group,value,comments
Garissa,indicator1_refugees_boys,June,male,children,refugees,0,
Garissa,indicator1_refugees_girls,June,female,children,refugees,0,
Garissa,indicator1_refugees_total_children,June,total,children,refugees,0,
Garissa,indicator2_all_boys,June,male,children,all,0,
Garissa,indicator2_all_girls,June,female,children,all,0,
Garissa,indicator2_all_total_children,June,total,children,all,0,
Garissa,indicator2_cwd_boys,June,male,children,cwd,0,
Garissa,indicator2_cwd_girls,June,female,children,cwd,0,
Garissa,indicator2_cwd_total_children,June,total,children,cwd,0,
Garissa,indicator2_host_community_boys,June,male,children,host_community,0,
Garissa,indicator2_host_community_girls,June,female,children,host_community,0,
Garissa,indicator2_host_community_total_children,June,total,children,host_community,0,
Garissa,indicator2_idps_boys,June,male,children,idps,0,
Garissa,indicator2_idps_girls,June,female,children,idps,0,
Garissa,indicator2_idps_total_children,June,total,children,idps,0,
Garissa,indicator2_narrative,June,NA,NA,NA,0,NA
Garissa,indicator2_new_classrooms,June,NA,NA,NA,0,
Garissa,indicator2_new_latrines,June,NA,NA,NA,0,
Garissa,indicator2_refugees_boys,June,male,children,refugees,0,
Garissa,indicator2_refugees_girls,June,female,children,refugees,0,
Garissa,indicator2_refugees_total_children,June,total,children,refugees,0,
Garissa,indicator2_rehabilitated_classrooms,June,NA,NA,NA,0,
Garissa,indicator2_rehabiltated_latrines,June,NA,NA,NA,0,
Garissa,indicator3_all_boys,June,male,children,all,0,
Garissa,indicator3_all_girls,June,female,children,all,0,
Garissa,indicator3_all_total_children,June,total,children,all,0,
Garissa,indicator3_cwd_boys,June,male,children,cwd,0,
Garissa,indicator3_cwd_girls,June,female,children,cwd,0,
Garissa,indicator3_cwd_total_children,June,total,children,cwd,0,
Garissa,indicator3_host_community_boys,June,male,children,host_community,0,
Garissa,indicator3_host_community_girls,June,female,children,host_community,0,
Garissa,indicator3_host_community_total_children,June,total,children,host_community,0,
Garissa,indicator3_idps_boys,June,male,children,idps,0,
Garissa,indicator3_idps_girls,June,female,children,idps,0,
Garissa,indicator3_idps_total_children,June,total,children,idps,0,
Garissa,indicator3_narrative,June,NA,NA,NA,0,NA
Garissa,indicator3_refugees_boys,June,male,children,refugees,0,
Garissa,indicator3_refugees_girls,June,female,children,refugees,0,
Garissa,indicator3_refugees_total_children,June,total,children,refugees,0,
Garissa,indicator4_all_female,June,female,adults,all,0,
Garissa,indicator4_all_male,June,male,adults,all,0,
Garissa,indicator4_all_total_adults,June,total,adults,all,0,
Garissa,indicator4_host_community_female,June,female,adults,host_community,0,
Garissa,indicator4_host_community_male,June,male,adults,host_community,0,
Garissa,indicator4_host_community_total_adults,June,total,adults,host_community,0,
Garissa,indicator4_idps_female,June,female,adults,idps,0,
Garissa,indicator4_idps_male,June,male,adults,idps,0,
Garissa,indicator4_idps_total_adults,June,total,adults,idps,0,
Garissa,indicator4_narrative,June,NA,NA,NA,0,NA
Garissa,indicator4_refugees_female,June,female,adults,refugees,0,
Garissa,indicator4_refugees_male,June,male,adults,refugees,0,
Garissa,indicator4_refugees_total_adults,June,total,adults,refugees,0,
Garissa,indicator5_all_female,June,female,adults,all,12,
Garissa,indicator5_all_male,June,male,adults,all,44,
Garissa,indicator5_all_total_adults,June,total,adults,all,56,
Garissa,indicator5_host_community_female,June,female,adults,host_community,12,
Garissa,indicator5_host_community_male,June,male,adults,host_community,44,
Garissa,indicator5_host_community_total_adults,June,total,adults,host_community,56,
Garissa,indicator5_idps_female,June,female,adults,idps,0,
Garissa,indicator5_idps_male,June,male,adults,idps,0,
Garissa,indicator5_idps_total_adults,June,total,adults,idps,0,
Garissa,indicator5_narrative,June,NA,NA,NA,0,A two-day capacity building of head teachers and Board of Management (BoM) were trained to develop school-based strategic and sustainability plans reaching 56 (44 male and 12 female).
Garissa,indicator5_refugees_female,June,female,adults,refugees,0,
Garissa,indicator5_refugees_male,June,male,adults,refugees,0,
Garissa,indicator5_refugees_total_adults,June,total,adults,refugees,0,
Garissa,indicator6_all_female,June,female,adults,all,0,
Garissa,indicator6_all_male,June,male,adults,all,0,
Garissa,indicator6_all_total_adults,June,total,adults,all,0,
Garissa,indicator6_narrative,June,NA,NA,NA,0,NA
Garissa,indicator7_all_boys,June,male,children,all,0,
Garissa,indicator7_all_girls,June,female,children,all,0,
Garissa,indicator7_all_total_children,June,total,children,all,0,
Garissa,indicator7_cwd_boys,June,male,children,cwd,0,
Garissa,indicator7_cwd_girls,June,female,children,cwd,0,
Garissa,indicator7_cwd_total_children,June,total,children,cwd,0,
Garissa,indicator7_host_community_boys,June,male,children,host_community,0,
Garissa,indicator7_host_community_girls,June,female,children,host_community,0,
Garissa,indicator7_host_community_total_children,June,total,children,host_community,0,
Garissa,indicator7_idps_boys,June,male,children,idps,0,
Garissa,indicator7_idps_girls,June,female,children,idps,0,
Garissa,indicator7_idps_total_children,June,total,children,idps,0,
Garissa,indicator7_narrative,June,NA,NA,NA,0,NA
Garissa,indicator7_refugees_boys,June,male,children,refugees,0,
Garissa,indicator7_refugees_girls,June,female,children,refugees,0,
Garissa,indicator7_refugees_total_children,June,total,children,refugees,0,
Homa Bay,indicator1_all_boys,June,male,children,all,0,
Homa Bay,indicator1_all_girls,June,female,children,all,0,
Homa Bay,indicator1_all_total_children,June,total,children,all,0,
Homa Bay,indicator1_cwd_boys,June,male,children,cwd,0,
Homa Bay,indicator1_cwd_girls,June,female,children,cwd,0,
Homa Bay,indicator1_cwd_total_children,June,total,children,cwd,0,
Homa Bay,indicator1_host_community_boys,June,male,children,host_community,0,
Homa Bay,indicator1_host_community_girls,June,female,children,host_community,0,
Homa Bay,indicator1_host_community_total_children,June,total,children,host_community,0,
Homa Bay,indicator1_idps_boys,June,male,children,idps,0,
Homa Bay,indicator1_idps_girls,June,female,children,idps,0,
Homa Bay,indicator1_idps_total_children,June,total,children,idps,0,
Homa Bay,indicator1_narrative,June,NA,NA,NA,0,NA
Homa Bay,indicator1_refugees_boys,June,male,children,refugees,0,
Homa Bay,indicator1_refugees_girls,June,female,children,refugees,0,
Homa Bay,indicator1_refugees_total_children,June,total,children,refugees,0,
Homa Bay,indicator2_all_boys,June,male,children,all,0,
Homa Bay,indicator2_all_girls,June,female,children,all,0,
Homa Bay,indicator2_all_total_children,June,total,children,all,0,
Homa Bay,indicator2_cwd_boys,June,male,children,cwd,0,
Homa Bay,indicator2_cwd_girls,June,female,children,cwd,0,
Homa Bay,indicator2_cwd_total_children,June,total,children,cwd,0,
Homa Bay,indicator2_host_community_boys,June,male,children,host_community,0,
Homa Bay,indicator2_host_community_girls,June,female,children,host_community,0,
Homa Bay,indicator2_host_community_total_children,June,total,children,host_community,0,
Homa Bay,indicator2_idps_boys,June,male,children,idps,0,
Homa Bay,indicator2_idps_girls,June,female,children,idps,0,
Homa Bay,indicator2_idps_total_children,June,total,children,idps,0,
Homa Bay,indicator2_narrative,June,NA,NA,NA,0,NA
Homa Bay,indicator2_new_classrooms,June,NA,NA,NA,0,
Homa Bay,indicator2_new_latrines,June,NA,NA,NA,0,
Homa Bay,indicator2_refugees_boys,June,male,children,refugees,0,
Homa Bay,indicator2_refugees_girls,June,female,children,refugees,0,
Homa Bay,indicator2_refugees_total_children,June,total,children,refugees,0,
Homa Bay,indicator2_rehabilitated_classrooms,June,NA,NA,NA,0,
Homa Bay,indicator2_rehabiltated_latrines,June,NA,NA,NA,0,
Homa Bay,indicator3_all_boys,June,male,children,all,0,
Homa Bay,indicator3_all_girls,June,female,children,all,0,
Homa Bay,indicator3_all_total_children,June,total,children,all,0,
Homa Bay,indicator3_cwd_boys,June,male,children,cwd,0,
Homa Bay,indicator3_cwd_girls,June,female,children,cwd,0,
Homa Bay,indicator3_cwd_total_children,June,total,children,cwd,0,
Homa Bay,indicator3_host_community_boys,June,male,children,host_community,0,
Homa Bay,indicator3_host_community_girls,June,female,children,host_community,0,
Homa Bay,indicator3_host_community_total_children,June,total,children,host_community,0,
Homa Bay,indicator3_idps_boys,June,male,children,idps,0,
Homa Bay,indicator3_idps_girls,June,female,children,idps,0,
Homa Bay,indicator3_idps_total_children,June,total,children,idps,0,
Homa Bay,indicator3_narrative,June,NA,NA,NA,0,NA
Homa Bay,indicator3_refugees_boys,June,male,children,refugees,0,
Homa Bay,indicator3_refugees_girls,June,female,children,refugees,0,
Homa Bay,indicator3_refugees_total_children,June,total,children,refugees,0,
Homa Bay,indicator4_all_female,June,female,adults,all,0,
Homa Bay,indicator4_all_male,June,male,adults,all,0,
Homa Bay,indicator4_all_total_adults,June,total,adults,all,0,
Homa Bay,indicator4_host_community_female,June,female,adults,host_community,0,
Homa Bay,indicator4_host_community_male,June,male,adults,host_community,0,
Homa Bay,indicator4_host_community_total_adults,June,total,adults,host_community,0,
Homa Bay,indicator4_idps_female,June,female,adults,idps,0,
Homa Bay,indicator4_idps_male,June,male,adults,idps,0,
Homa Bay,indicator4_idps_total_adults,June,total,adults,idps,0,
Homa Bay,indicator4_narrative,June,NA,NA,NA,0,NA
Homa Bay,indicator4_refugees_female,June,female,adults,refugees,0,
Homa Bay,indicator4_refugees_male,June,male,adults,refugees,0,
Homa Bay,indicator4_refugees_total_adults,June,total,adults,refugees,0,
Homa Bay,indicator5_all_female,June,female,adults,all,0,
Homa Bay,indicator5_all_male,June,male,adults,all,0,
Homa Bay,indicator5_all_total_adults,June,total,adults,all,0,
Homa Bay,indicator5_host_community_female,June,female,adults,host_community,0,
Homa Bay,indicator5_host_community_male,June,male,adults,host_community,0,
Homa Bay,indicator5_host_community_total_adults,June,total,adults,host_community,0,
Homa Bay,indicator5_idps_female,June,female,adults,idps,0,
Homa Bay,indicator5_idps_male,June,male,adults,idps,0,
Homa Bay,indicator5_idps_total_adults,June,total,adults,idps,0,
Homa Bay,indicator5_narrative,June,NA,NA,NA,0,NA
Homa Bay,indicator5_refugees_female,June,female,adults,refugees,0,
Homa Bay,indicator5_refugees_male,June,male,adults,refugees,0,
Homa Bay,indicator5_refugees_total_adults,June,total,adults,refugees,0,
Homa Bay,indicator6_all_female,June,female,adults,all,0,
Homa Bay,indicator6_all_male,June,male,adults,all,0,
Homa Bay,indicator6_all_total_adults,June,total,adults,all,0,
Homa Bay,indicator6_narrative,June,NA,NA,NA,0,NA
Homa Bay,indicator7_all_boys,June,male,children,all,0,
Homa Bay,indicator7_all_girls,June,female,children,all,0,
Homa Bay,indicator7_all_total_children,June,total,children,all,0,
Homa Bay,indicator7_cwd_boys,June,male,children,cwd,0,
Homa Bay,indicator7_cwd_girls,June,female,children,cwd,0,
Homa Bay,indicator7_cwd_total_children,June,total,children,cwd,0,
Homa Bay,indicator7_host_community_boys,June,male,children,host_community,0,
Homa Bay,indicator7_host_community_girls,June,female,children,host_community,0,
Homa Bay,indicator7_host_community_total_children,June,total,children,host_community,0,
Homa Bay,indicator7_idps_boys,June,male,children,idps,0,
Homa Bay,indicator7_idps_girls,June,female,children,idps,0,
Homa Bay,indicator7_idps_total_children,June,total,children,idps,0,
Homa Bay,indicator7_narrative,June,NA,NA,NA,0,NA
Homa Bay,indicator7_refugees_boys,June,male,children,refugees,0,
Homa Bay,indicator7_refugees_girls,June,female,children,refugees,0,
Homa Bay,indicator7_refugees_total_children,June,total,children,refugees,0,
Turkana,indicator1_all_boys,June,male,children,all,0,
Turkana,indicator1_all_girls,June,female,children,all,0,
Turkana,indicator1_all_total_children,June,total,children,all,0,
Turkana,indicator1_cwd_boys,June,male,children,cwd,0,
Turkana,indicator1_cwd_girls,June,female,children,cwd,0,
Turkana,indicator1_cwd_total_children,June,total,children,cwd,0,
Turkana,indicator1_host_community_boys,June,male,children,host_community,0,
Turkana,indicator1_host_community_girls,June,female,children,host_community,0,
Turkana,indicator1_host_community_total_children,June,total,children,host_community,0,
Turkana,indicator1_idps_boys,June,male,children,idps,0,
Turkana,indicator1_idps_girls,June,female,children,idps,0,
Turkana,indicator1_idps_total_children,June,total,children,idps,0,
Turkana,indicator1_narrative,June,NA,NA,NA,0,Enrolment drive campaigns at school level towards improved re-enrolment of OOSC through door to door campaigns led by EDCs at the community level towards improved re-enrolment.
Turkana,indicator1_refugees_boys,June,male,children,refugees,0,
Turkana,indicator1_refugees_girls,June,female,children,refugees,0,
Turkana,indicator1_refugees_total_children,June,total,children,refugees,0,
Turkana,indicator2_all_boys,June,male,children,all,0,
Turkana,indicator2_all_girls,June,female,children,all,0,
Turkana,indicator2_all_total_children,June,total,children,all,0,
Turkana,indicator2_cwd_boys,June,male,children,cwd,0,
Turkana,indicator2_cwd_girls,June,female,children,cwd,0,
Turkana,indicator2_cwd_total_children,June,total,children,cwd,0,
Turkana,indicator2_host_community_boys,June,male,children,host_community,0,
Turkana,indicator2_host_community_girls,June,female,children,host_community,0,
Turkana,indicator2_host_community_total_children,June,total,children,host_community,0,
Turkana,indicator2_idps_boys,June,male,children,idps,0,
Turkana,indicator2_idps_girls,June,female,children,idps,0,
Turkana,indicator2_idps_total_children,June,total,children,idps,0,
Turkana,indicator2_narrative,June,NA,NA,NA,0,NA
Turkana,indicator2_new_classrooms,June,NA,NA,NA,0,
Turkana,indicator2_new_latrines,June,NA,NA,NA,0,
Turkana,indicator2_refugees_boys,June,male,children,refugees,0,
Turkana,indicator2_refugees_girls,June,female,children,refugees,0,
Turkana,indicator2_refugees_total_children,June,total,children,refugees,0,
Turkana,indicator2_rehabilitated_classrooms,June,NA,NA,NA,0,
Turkana,indicator2_rehabiltated_latrines,June,NA,NA,NA,0,
Turkana,indicator3_all_boys,June,male,children,all,0,
Turkana,indicator3_all_girls,June,female,children,all,0,
Turkana,indicator3_all_total_children,June,total,children,all,0,
Turkana,indicator3_cwd_boys,June,male,children,cwd,0,
Turkana,indicator3_cwd_girls,June,female,children,cwd,0,
Turkana,indicator3_cwd_total_children,June,total,children,cwd,0,
Turkana,indicator3_host_community_boys,June,male,children,host_community,0,
Turkana,indicator3_host_community_girls,June,female,children,host_community,0,
Turkana,indicator3_host_community_total_children,June,total,children,host_community,0,
Turkana,indicator3_idps_boys,June,male,children,idps,0,
Turkana,indicator3_idps_girls,June,female,children,idps,0,
Turkana,indicator3_idps_total_children,June,total,children,idps,0,
Turkana,indicator3_narrative,June,NA,NA,NA,0,NA
Turkana,indicator3_refugees_boys,June,male,children,refugees,0,
Turkana,indicator3_refugees_girls,June,female,children,refugees,0,
Turkana,indicator3_refugees_total_children,June,total,children,refugees,0,
Turkana,indicator4_all_female,June,female,adults,all,0,
Turkana,indicator4_all_male,June,male,adults,all,0,
Turkana,indicator4_all_total_adults,June,total,adults,all,0,
Turkana,indicator4_host_community_female,June,female,adults,host_community,0,
Turkana,indicator4_host_community_male,June,male,adults,host_community,0,
Turkana,indicator4_host_community_total_adults,June,total,adults,host_community,0,
Turkana,indicator4_idps_female,June,female,adults,idps,0,
Turkana,indicator4_idps_male,June,male,adults,idps,0,
Turkana,indicator4_idps_total_adults,June,total,adults,idps,0,
Turkana,indicator4_narrative,June,NA,NA,NA,0,NA
Turkana,indicator4_refugees_female,June,female,adults,refugees,0,
Turkana,indicator4_refugees_male,June,male,adults,refugees,0,
Turkana,indicator4_refugees_total_adults,June,total,adults,refugees,0,
Turkana,indicator5_all_female,June,female,adults,all,0,
Turkana,indicator5_all_male,June,male,adults,all,0,
Turkana,indicator5_all_total_adults,June,total,adults,all,0,
Turkana,indicator5_host_community_female,June,female,adults,host_community,0,
Turkana,indicator5_host_community_male,June,male,adults,host_community,0,
Turkana,indicator5_host_community_total_adults,June,total,adults,host_community,0,
Turkana,indicator5_idps_female,June,female,adults,idps,0,
Turkana,indicator5_idps_male,June,male,adults,idps,0,
Turkana,indicator5_idps_total_adults,June,total,adults,idps,0,
Turkana,indicator5_narrative,June,NA,NA,NA,0,NA
Turkana,indicator5_refugees_female,June,female,adults,refugees,0,
Turkana,indicator5_refugees_male,June,male,adults,refugees,0,
Turkana,indicator5_refugees_total_adults,June,total,adults,refugees,0,
Turkana,indicator6_all_female,June,female,adults,all,0,
Turkana,indicator6_all_male,June,male,adults,all,0,
Turkana,indicator6_all_total_adults,June,total,adults,all,0,
Turkana,indicator6_narrative,June,NA,NA,NA,0,NA
Turkana,indicator7_all_boys,June,male,children,all,400,
Turkana,indicator7_all_girls,June,female,children,all,320,
Turkana,indicator7_all_total_children,June,total,children,all,720,
Turkana,indicator7_cwd_boys,June,male,children,cwd,0,
Turkana,indicator7_cwd_girls,June,female,children,cwd,0,
Turkana,indicator7_cwd_total_children,June,total,children,cwd,0,
Turkana,indicator7_host_community_boys,June,male,children,host_community,400,
Turkana,indicator7_host_community_girls,June,female,children,host_community,320,
Turkana,indicator7_host_community_total_children,June,total,children,host_community,720,
Turkana,indicator7_idps_boys,June,male,children,idps,0,
Turkana,indicator7_idps_girls,June,female,children,idps,0,
Turkana,indicator7_idps_total_children,June,total,children,idps,0,
Turkana,indicator7_narrative,June,NA,NA,NA,0,Psycho-social support and mentorship for learners was conducted in schools in Turkana south 400 Girls and 320 Boys
Turkana,indicator7_refugees_boys,June,male,children,refugees,0,
Turkana,indicator7_refugees_girls,June,female,children,refugees,0,
Turkana,indicator7_refugees_total_children,June,total,children,refugees,0,
 Baringo,indicator1_all_boys,July,male,children,all,0,
 Baringo,indicator1_all_girls,July,female,children,all,0,
 Baringo,indicator1_all_total_children,July,total,children,all,0,
 Baringo,indicator1_cwd_boys,July,male,children,cwd,0,
 Baringo,indicator1_cwd_girls,July,female,children,cwd,0,
 Baringo,indicator1_cwd_total_children,July,total,children,cwd,0,
 Baringo,indicator1_host_community_boys,July,male,children,host_community,0,
 Baringo,indicator1_host_community_girls,July,female,children,host_community,0,
 Baringo,indicator1_host_community_total_children,July,total,children,host_community,0,
 Baringo,indicator1_idps_boys,July,male,children,idps,0,
 Baringo,indicator1_idps_girls,July,female,children,idps,0,
 Baringo,indicator1_idps_total_children,July,total,children,idps,0,
 Baringo,indicator1_narrative,July,NA,NA,NA,0,NA
 Baringo,indicator1_refugees_boys,July,male,children,refugees,0,
 Baringo,indicator1_refugees_girls,July,female,children,refugees,0,
 Baringo,indicator1_refugees_total_children,July,total,children,refugees,0,
 Baringo,indicator2_all_boys,July,male,children,all,0,
 Baringo,indicator2_all_girls,July,female,children,all,0,
 Baringo,indicator2_all_total_children,July,total,children,all,0,
 Baringo,indicator2_cwd_boys,July,male,children,cwd,0,
 Baringo,indicator2_cwd_girls,July,female,children,cwd,0,
 Baringo,indicator2_cwd_total_children,July,total,children,cwd,0,
 Baringo,indicator2_host_community_boys,July,male,children,host_community,0,
 Baringo,indicator2_host_community_girls,July,female,children,host_community,0,
 Baringo,indicator2_host_community_total_children,July,total,children,host_community,0,
 Baringo,indicator2_idps_boys,July,male,children,idps,0,
 Baringo,indicator2_idps_girls,July,female,children,idps,0,
 Baringo,indicator2_idps_total_children,July,total,children,idps,0,
 Baringo,indicator2_narrative,July,NA,NA,NA,0,NA
 Baringo,indicator2_new_classrooms,July,NA,NA,NA,0,
 Baringo,indicator2_new_latrines,July,NA,NA,NA,0,
 Baringo,indicator2_refugees_boys,July,male,children,refugees,0,
 Baringo,indicator2_refugees_girls,July,female,children,refugees,0,
 Baringo,indicator2_refugees_total_children,July,total,children,refugees,0,
 Baringo,indicator2_rehabilitated_classrooms,July,NA,NA,NA,0,
 Baringo,indicator2_rehabiltated_latrines,July,NA,NA,NA,0,
 Baringo,indicator3_all_boys,July,male,children,all,0,
 Baringo,indicator3_all_girls,July,female,children,all,0,
 Baringo,indicator3_all_total_children,July,total,children,all,0,
 Baringo,indicator3_cwd_boys,July,male,children,cwd,0,
 Baringo,indicator3_cwd_girls,July,female,children,cwd,0,
 Baringo,indicator3_cwd_total_children,July,total,children,cwd,0,
 Baringo,indicator3_host_community_boys,July,male,children,host_community,0,
 Baringo,indicator3_host_community_girls,July,female,children,host_community,0,
 Baringo,indicator3_host_community_total_children,July,total,children,host_community,0,
 Baringo,indicator3_idps_boys,July,male,children,idps,0,
 Baringo,indicator3_idps_girls,July,female,children,idps,0,
 Baringo,indicator3_idps_total_children,July,total,children,idps,0,
 Baringo,indicator3_narrative,July,NA,NA,NA,0,NA
 Baringo,indicator3_refugees_boys,July,male,children,refugees,0,
 Baringo,indicator3_refugees_girls,July,female,children,refugees,0,
 Baringo,indicator3_refugees_total_children,July,total,children,refugees,0,
 Baringo,indicator4_all_female,July,female,adults,all,0,
 Baringo,indicator4_all_male,July,male,adults,all,0,
 Baringo,indicator4_all_total_adults,July,total,adults,all,0,
 Baringo,indicator4_host_community_female,July,female,adults,host_community,0,
 Baringo,indicator4_host_community_male,July,male,adults,host_community,0,
 Baringo,indicator4_host_community_total_adults,July,total,adults,host_community,0,
 Baringo,indicator4_idps_female,July,female,adults,idps,0,
 Baringo,indicator4_idps_male,July,male,adults,idps,0,
 Baringo,indicator4_idps_total_adults,July,total,adults,idps,0,
 Baringo,indicator4_narrative,July,NA,NA,NA,0,NA
 Baringo,indicator4_refugees_female,July,female,adults,refugees,0,
 Baringo,indicator4_refugees_male,July,male,adults,refugees,0,
 Baringo,indicator4_refugees_total_adults,July,total,adults,refugees,0,
 Baringo,indicator5_all_female,July,female,adults,all,0,
 Baringo,indicator5_all_male,July,male,adults,all,0,
 Baringo,indicator5_all_total_adults,July,total,adults,all,0,
 Baringo,indicator5_host_community_female,July,female,adults,host_community,0,
 Baringo,indicator5_host_community_male,July,male,adults,host_community,0,
 Baringo,indicator5_host_community_total_adults,July,total,adults,host_community,0,
 Baringo,indicator5_idps_female,July,female,adults,idps,0,
 Baringo,indicator5_idps_male,July,male,adults,idps,0,
 Baringo,indicator5_idps_total_adults,July,total,adults,idps,0,
 Baringo,indicator5_narrative,July,NA,NA,NA,0,NA
 Baringo,indicator5_refugees_female,July,female,adults,refugees,0,
 Baringo,indicator5_refugees_male,July,male,adults,refugees,0,
 Baringo,indicator5_refugees_total_adults,July,total,adults,refugees,0,
 Baringo,indicator6_all_female,July,female,adults,all,0,
 Baringo,indicator6_all_male,July,male,adults,all,0,
 Baringo,indicator6_all_total_adults,July,total,adults,all,0,
 Baringo,indicator6_narrative,July,NA,NA,NA,0,NA
 Baringo,indicator7_all_boys,July,male,children,all,0,
 Baringo,indicator7_all_girls,July,female,children,all,0,
 Baringo,indicator7_all_total_children,July,total,children,all,0,
 Baringo,indicator7_cwd_boys,July,male,children,cwd,0,
 Baringo,indicator7_cwd_girls,July,female,children,cwd,0,
 Baringo,indicator7_cwd_total_children,July,total,children,cwd,0,
 Baringo,indicator7_host_community_boys,July,male,children,host_community,0,
 Baringo,indicator7_host_community_girls,July,female,children,host_community,0,
 Baringo,indicator7_host_community_total_children,July,total,children,host_community,0,
 Baringo,indicator7_idps_boys,July,male,children,idps,0,
 Baringo,indicator7_idps_girls,July,female,children,idps,0,
 Baringo,indicator7_idps_total_children,July,total,children,idps,0,
 Baringo,indicator7_narrative,July,NA,NA,NA,0,NA
 Baringo,indicator7_refugees_boys,July,male,children,refugees,0,
 Baringo,indicator7_refugees_girls,July,female,children,refugees,0,
 Baringo,indicator7_refugees_total_children,July,total,children,refugees,0,
 Bungoma,indicator1_all_boys,July,male,children,all,0,
 Bungoma,indicator1_all_girls,July,female,children,all,0,
 Bungoma,indicator1_all_total_children,July,total,children,all,0,
 Bungoma,indicator1_cwd_boys,July,male,children,cwd,0,
 Bungoma,indicator1_cwd_girls,July,female,children,cwd,0,
 Bungoma,indicator1_cwd_total_children,July,total,children,cwd,0,
 Bungoma,indicator1_host_community_boys,July,male,children,host_community,0,
 Bungoma,indicator1_host_community_girls,July,female,children,host_community,0,
 Bungoma,indicator1_host_community_total_children,July,total,children,host_community,0,
 Bungoma,indicator1_idps_boys,July,male,children,idps,0,
 Bungoma,indicator1_idps_girls,July,female,children,idps,0,
 Bungoma,indicator1_idps_total_children,July,total,children,idps,0,
 Bungoma,indicator1_narrative,July,NA,NA,NA,0,NA
 Bungoma,indicator1_refugees_boys,July,male,children,refugees,0,
 Bungoma,indicator1_refugees_girls,July,female,children,refugees,0,
 Bungoma,indicator1_refugees_total_children,July,total,children,refugees,0,
 Bungoma,indicator2_all_boys,July,male,children,all,0,
 Bungoma,indicator2_all_girls,July,female,children,all,0,
 Bungoma,indicator2_all_total_children,July,total,children,all,0,
 Bungoma,indicator2_cwd_boys,July,male,children,cwd,0,
 Bungoma,indicator2_cwd_girls,July,female,children,cwd,0,
 Bungoma,indicator2_cwd_total_children,July,total,children,cwd,0,
 Bungoma,indicator2_host_community_boys,July,male,children,host_community,0,
 Bungoma,indicator2_host_community_girls,July,female,children,host_community,0,
 Bungoma,indicator2_host_community_total_children,July,total,children,host_community,0,
 Bungoma,indicator2_idps_boys,July,male,children,idps,0,
 Bungoma,indicator2_idps_girls,July,female,children,idps,0,
 Bungoma,indicator2_idps_total_children,July,total,children,idps,0,
 Bungoma,indicator2_narrative,July,NA,NA,NA,0,NA
 Bungoma,indicator2_new_classrooms,July,NA,NA,NA,0,
 Bungoma,indicator2_new_latrines,July,NA,NA,NA,0,
 Bungoma,indicator2_refugees_boys,July,male,children,refugees,0,
 Bungoma,indicator2_refugees_girls,July,female,children,refugees,0,
 Bungoma,indicator2_refugees_total_children,July,total,children,refugees,0,
 Bungoma,indicator2_rehabilitated_classrooms,July,NA,NA,NA,0,
 Bungoma,indicator2_rehabiltated_latrines,July,NA,NA,NA,0,
 Bungoma,indicator3_all_boys,July,male,children,all,0,
 Bungoma,indicator3_all_girls,July,female,children,all,0,
 Bungoma,indicator3_all_total_children,July,total,children,all,0,
 Bungoma,indicator3_cwd_boys,July,male,children,cwd,0,
 Bungoma,indicator3_cwd_girls,July,female,children,cwd,0,
 Bungoma,indicator3_cwd_total_children,July,total,children,cwd,0,
 Bungoma,indicator3_host_community_boys,July,male,children,host_community,0,
 Bungoma,indicator3_host_community_girls,July,female,children,host_community,0,
 Bungoma,indicator3_host_community_total_children,July,total,children,host_community,0,
 Bungoma,indicator3_idps_boys,July,male,children,idps,0,
 Bungoma,indicator3_idps_girls,July,female,children,idps,0,
 Bungoma,indicator3_idps_total_children,July,total,children,idps,0,
 Bungoma,indicator3_narrative,July,NA,NA,NA,0,NA
 Bungoma,indicator3_refugees_boys,July,male,children,refugees,0,
 Bungoma,indicator3_refugees_girls,July,female,children,refugees,0,
 Bungoma,indicator3_refugees_total_children,July,total,children,refugees,0,
 Bungoma,indicator4_all_female,July,female,adults,all,0,
 Bungoma,indicator4_all_male,July,male,adults,all,0,
 Bungoma,indicator4_all_total_adults,July,total,adults,all,0,
 Bungoma,indicator4_host_community_female,July,female,adults,host_community,0,
 Bungoma,indicator4_host_community_male,July,male,adults,host_community,0,
 Bungoma,indicator4_host_community_total_adults,July,total,adults,host_community,0,
 Bungoma,indicator4_idps_female,July,female,adults,idps,0,
 Bungoma,indicator4_idps_male,July,male,adults,idps,0,
 Bungoma,indicator4_idps_total_adults,July,total,adults,idps,0,
 Bungoma,indicator4_narrative,July,NA,NA,NA,0,NA
 Bungoma,indicator4_refugees_female,July,female,adults,refugees,0,
 Bungoma,indicator4_refugees_male,July,male,adults,refugees,0,
 Bungoma,indicator4_refugees_total_adults,July,total,adults,refugees,0,
 Bungoma,indicator5_all_female,July,female,adults,all,0,
 Bungoma,indicator5_all_male,July,male,adults,all,0,
 Bungoma,indicator5_all_total_adults,July,total,adults,all,0,
 Bungoma,indicator5_host_community_female,July,female,adults,host_community,0,
 Bungoma,indicator5_host_community_male,July,male,adults,host_community,0,
 Bungoma,indicator5_host_community_total_adults,July,total,adults,host_community,0,
 Bungoma,indicator5_idps_female,July,female,adults,idps,0,
 Bungoma,indicator5_idps_male,July,male,adults,idps,0,
 Bungoma,indicator5_idps_total_adults,July,total,adults,idps,0,
 Bungoma,indicator5_narrative,July,NA,NA,NA,0,NA
