month,lead_organisation,organisation_type,donor,sector,education_level,indicator,activity,implementing_partner,county,sub_county,start_date,end_date,activity_status,boys,girls,men,women,beneficiary_type,total_reached,comments,source,number_schools,adm1_pcode,indicator_short,sector_reached
February,World Vision Kenya,International NGO,NA,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Teachers trained on play based methodology to ensure classrooms are inclusive , engaging and joyous",MOE/TSC,Narok,Narok South,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,NA,NA,14,46,Vulnerable Residents,60,NA,CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,20,KE033,5. Educators resilience enhancing,60
February,Save the Children,International NGO,UNICEF,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct targeted and rigorous OOSC enrolment campaigns through child-to-child, door-to-door approaches, and public gatherings (barazas)",Save the Children,Baringo,Marigat,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,171,118,NA,NA,Vulnerable Residents,289,"These enrolment drives were generally done by the village enrolment drive committees under the leadership of chiefs in collaboration with the local village leaders and school management from December 2022 to February 2023. The methodology employed were public Barasa, door to door and child to child. The enrolment of OOSC is still ongoing but the numbers reported are those children enrolled only in February according to the online KoBo school tool by UNICEF. Among these out of school learners, 10 (5G, 5B) were children with disabilities. All the children were enrolled back to school after being identified by the enrollment drive committtees for being out of school for more than 90 days.",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE030,1. Access ECD spaces/schools,289
February,Save the Children,International NGO,UNICEF,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct targeted and rigorous OOSC enrolment campaigns through child-to-child, door-to-door approaches, and public gatherings (barazas)",Save the Children,Baringo,Tiaty East,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,43,39,NA,NA,Vulnerable Residents,82,"These enrolment drives were generally done by the village enrolment drive committees under the leadership of chiefs in collaboration with the local village leaders and school management from December 2022 to February 2023. The methodology employed were public Barasa, door to door and child to child. The enrolment of OOSC is still ongoing but the numbers reported are those children enrolled only in February according to the online KoBo school tool by UNICEF.",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,3,KE030,1. Access ECD spaces/schools,82
February,Save the Children,International NGO,UNICEF,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct targeted and rigorous OOSC enrolment campaigns through child-to-child, door-to-door approaches, and public gatherings (barazas)",Save the Children,Turkana,Kibish,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,410,336,NA,NA,Vulnerable Residents,746,"These enrolment drives were generally done by the village enrolment drive committees under the leadership of chiefs in collaboration with the local village leaders and school management from December 2022 to February 2023. The methodology employed were public Barasa, door to door and child to child. The enrolment of OOSC is still ongoing but the numbers reported are those children enrolled only in February according to the online KoBo school tool by UNICEF.Among these out of school learners, 19 (7G, 12B) were children with disabilities. All the children were enrolled back to school after being identified by the enrollment drive committtees for being out of school for more than 90 days.",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,10,KE023,1. Access ECD spaces/schools,746
February,Save the Children,International NGO,UNICEF,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct targeted and rigorous OOSC enrolment campaigns through child-to-child, door-to-door approaches, and public gatherings (barazas)",Save the Children,Turkana,Turkana North,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,1042,892,NA,NA,Vulnerable Residents,1934,"These enrolment drives were generally done by the village enrolment drive committees under the leadership of chiefs in collaboration with the local village leaders and school management from December 2022 to February 2023. The methodology employed were public Barasa, door to door and child to child. The enrolment of OOSC is still ongoing but the numbers reported are those children enrolled only in February according to the online KoBo school tool by UNICEF. Among these out of school learners, 26 (13G, 13B) were children with disabilities. All the children were enrolled back to school after being identified by the enrollment drive committtees for being out of school for more than 90 days.",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE023,1. Access ECD spaces/schools,1934
February,Save the Children,International NGO,UNICEF,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct targeted and rigorous OOSC enrolment campaigns through child-to-child, door-to-door approaches, and public gatherings (barazas)",Save the Children,Wajir,Buna,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,220,176,NA,NA,Vulnerable Residents,396,"These enrolment drives were generally done by the village enrolment drive committees under the leadership of chiefs in collaboration with the local village leaders and school management from December 2022 to February 2023. The methodology employed were public Barasa, door to door and child to child. The enrolment of OOSC is still ongoing but the numbers reported are those children enrolled only in February according to the online KoBo school tool by UNICEF. Among these out of school learners, 5 (1G, 4B) were children with disabilities. All the children were enrolled back to school after being identified by the enrollment drive committtees for being out of school for more than 90 days.",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE008,1. Access ECD spaces/schools,396
February,Save the Children,International NGO,UNICEF,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct targeted and rigorous OOSC enrolment campaigns through child-to-child, door-to-door approaches, and public gatherings (barazas)",Save the Children,Wajir,Eldas,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,1795,1308,NA,NA,Vulnerable Residents,3103,"These enrolment drives were generally done by the village enrolment drive committees under the leadership of chiefs in collaboration with the local village leaders and school management from December 2022 to February 2023. The methodology employed were public Barasa, door to door and child to child. The enrolment of OOSC is still ongoing but the numbers reported are those children enrolled only in February according to the online KoBo school tool by UNICEF. Among these out of school learners, 26 (11G, 15B) were children with disabilities. All the children were enrolled back to school after being identified by the enrollment drive committtees for being out of school for more than 90 days.",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE008,1. Access ECD spaces/schools,3103
February,Save the Children,International NGO,UNICEF,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct targeted and rigorous OOSC enrolment campaigns through child-to-child, door-to-door approaches, and public gatherings (barazas)",Save the Children,Wajir,Wajir North,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,485,338,NA,NA,Vulnerable Residents,823,"These enrolment drives were generally done by the village enrolment drive committees under the leadership of chiefs in collaboration with the local village leaders and school management from December 2022 to February 2023. The methodology employed were public Barasa, door to door and child to child. The enrolment of OOSC is still ongoing but the numbers reported are those children enrolled only in February according to the online KoBo school tool by UNICEF. Among these out of school learners, 3 (1G, 2B) were children with disabilities. All the children were enrolled back to school after being identified by the enrollment drive committtees for being out of school for more than 90 days.",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE008,1. Access ECD spaces/schools,823
February,Save the Children,International NGO,UNICEF,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct targeted and rigorous OOSC enrolment campaigns through child-to-child, door-to-door approaches, and public gatherings (barazas)",Save the Children,Wajir,Korondille,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,200,129,NA,NA,Vulnerable Residents,329,"These enrolment drives were generally done by the village enrolment drive committees under the leadership of chiefs in collaboration with the local village leaders and school management from December 2022 to February 2023. The methodology employed were public Barasa, door to door and child to child. The enrolment of OOSC is still ongoing but the numbers reported are those children enrolled only in February according to the online KoBo school tool by UNICEF. Among these out of school learners, 3 (1G, 2B) were children with disabilities. All the children were enrolled back to school after being identified by the enrollment drive committtees for being out of school for more than 90 days.",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,7,KE008,1. Access ECD spaces/schools,329
February,Save the Children,International NGO,UNICEF,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct targeted and rigorous OOSC enrolment campaigns through child-to-child, door-to-door approaches, and public gatherings (barazas)",Save the Children,Wajir,Habaswein,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,470,373,NA,NA,Vulnerable Residents,843,"These enrolment drives were generally done by the village enrolment drive committees under the leadership of chiefs in collaboration with the local village leaders and school management from December 2022 to February 2023. The methodology employed were public Barasa, door to door and child to child. The enrolment of OOSC is still ongoing but the numbers reported are those children enrolled only in February according to the online KoBo school tool by UNICEF. Among these out of school learners, 8 (4G, 4B) were children with disabilities. All the children were enrolled back to school after being identified by the enrollment drive committtees for being out of school for more than 90 days.",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE008,1. Access ECD spaces/schools,843
February,Save the Children,International NGO,UNICEF,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,"Conduct targeted and rigorous OOSC enrolment campaigns through child-to-child, door-to-door approaches, and public gatherings (barazas)",Save the Children,Wajir,Sabuli,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,597,470,NA,NA,Vulnerable Residents,1067,"These enrolment drives were generally done by the village enrolment drive committees under the leadership of chiefs in collaboration with the local village leaders and school management from December 2022 to February 2023. The methodology employed were public Barasa, door to door and child to child. The enrolment of OOSC is still ongoing but the numbers reported are those children enrolled only in February according to the online KoBo school tool by UNICEF. Among these out of school learners, 19 (7G, 12B) were children with disabilities. All the children were enrolled back to school after being identified by the enrollment drive committtees for being out of school for more than 90 days.",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE008,1. Access ECD spaces/schools,1067
February,Save the Children,International NGO,UNICEF,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Teachers and school-based personnel trained on MHPSS, child protection issues, GBV, and on how to identify vulnerable children and how to report cases and make referrals. 
",Save the Children,Baringo,Marigat,2023-01-22T00:00:00Z,2023-02-01T00:00:00Z,Completed,NA,NA,19,3,Vulnerable Residents,22,"Teachers and education officials were trained on MHPSS, Child Protection and GBV in from October 2022 and the activity is continuous over the project lifecycle, targeting new teachers in every cycle of the training. In February 2023, the training focused on identification of children experiencing child protections issues and available reporting and referral mechanisms in their respective regions. The trainings were conducted by MoE Education Officers and Children’s Officers from Children’s Department. There has been demonstrable collaboration between schools and child protection actors outside the school as child protection cases are reported to Children’s Officers accordingly",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE030,5. Educators resilience enhancing,22
February,Save the Children,International NGO,UNICEF,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Teachers and school-based personnel trained on MHPSS, child protection issues, GBV, and on how to identify vulnerable children and how to report cases and make referrals. 
",Save the Children,Baringo,Tiaty East,2023-01-22T00:00:00Z,2023-02-01T00:00:00Z,Completed,NA,NA,16,3,Vulnerable Residents,19,"Teachers and education officials were trained on MHPSS, Child Protection and GBV in from October 2022 and the activity is continuous over the project lifecycle, targeting new teachers in every cycle of the training. In February 2023, the training focused on identification of children experiencing child protections issues and available reporting and referral mechanisms in their respective regions. The trainings were conducted by MoE Education Officers and Children’s Officers from Children’s Department. There has been demonstrable collaboration between schools and child protection actors outside the school as child protection cases are reported to Children’s Officers accordingly",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE030,5. Educators resilience enhancing,19
February,Save the Children,International NGO,UNICEF,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Teachers and school-based personnel trained on MHPSS, child protection issues, GBV, and on how to identify vulnerable children and how to report cases and make referrals. 
",Save the Children,Turkana,Kibish,2023-01-22T00:00:00Z,2023-02-01T00:00:00Z,Completed,NA,NA,12,8,Vulnerable Residents,20,"Teachers and education officials were trained on MHPSS, Child Protection and GBV in from October 2022 and the activity is continuous over the project lifecycle, targeting new teachers in every cycle of the training. In February 2023, the training focused on identification of children experiencing child protections issues and available reporting and referral mechanisms in their respective regions. The trainings were conducted by MoE Education Officers and Children’s Officers from Children’s Department. There has been demonstrable collaboration between schools and child protection actors outside the school as child protection cases are reported to Children’s Officers accordingly",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE023,5. Educators resilience enhancing,20
February,Save the Children,International NGO,UNICEF,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Teachers and school-based personnel trained on MHPSS, child protection issues, GBV, and on how to identify vulnerable children and how to report cases and make referrals. 
",Save the Children,Turkana,Turkana North,2023-01-22T00:00:00Z,2023-02-01T00:00:00Z,Completed,NA,NA,15,10,Vulnerable Residents,25,"Teachers and education officials were trained on MHPSS, Child Protection and GBV in from October 2022 and the activity is continuous over the project lifecycle, targeting new teachers in every cycle of the training. In February 2023, the training focused on identification of children experiencing child protections issues and available reporting and referral mechanisms in their respective regions. The trainings were conducted by MoE Education Officers and Children’s Officers from Children’s Department. There has been demonstrable collaboration between schools and child protection actors outside the school as child protection cases are reported to Children’s Officers accordingly",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE023,5. Educators resilience enhancing,25
February,Save the Children,International NGO,UNICEF,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Teachers and school-based personnel trained on MHPSS, child protection issues, GBV, and on how to identify vulnerable children and how to report cases and make referrals. 
",Save the Children,Wajir,Eldas,2023-01-22T00:00:00Z,2023-02-01T00:00:00Z,Completed,NA,NA,7,1,Vulnerable Residents,8,"Teachers and education officials were trained on MHPSS, Child Protection and GBV in from October 2022 and the activity is continuous over the project lifecycle, targeting new teachers in every cycle of the training. In February 2023, the training focused on identification of children experiencing child protections issues and available reporting and referral mechanisms in their respective regions. The trainings were conducted by MoE Education Officers and Children’s Officers from Children’s Department. There has been demonstrable collaboration between schools and child protection actors outside the school as child protection cases are reported to Children’s Officers accordingly",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE008,5. Educators resilience enhancing,8
February,Save the Children,International NGO,UNICEF,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Teachers and school-based personnel trained on MHPSS, child protection issues, GBV, and on how to identify vulnerable children and how to report cases and make referrals. 
",Save the Children,Wajir,Bute,2023-01-22T00:00:00Z,2023-02-01T00:00:00Z,Completed,NA,NA,4,1,Vulnerable Residents,5,"Teachers and education officials were trained on MHPSS, Child Protection and GBV in from October 2022 and the activity is continuous over the project lifecycle, targeting new teachers in every cycle of the training. In February 2023, the training focused on identification of children experiencing child protections issues and available reporting and referral mechanisms in their respective regions. The trainings were conducted by MoE Education Officers and Children’s Officers from Children’s Department. There has been demonstrable collaboration between schools and child protection actors outside the school as child protection cases are reported to Children’s Officers accordingly",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE008,5. Educators resilience enhancing,5
February,Save the Children,International NGO,UNICEF,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Teachers and school-based personnel trained on MHPSS, child protection issues, GBV, and on how to identify vulnerable children and how to report cases and make referrals. 
",Save the Children,Wajir,Wajir North,2023-01-22T00:00:00Z,2023-02-01T00:00:00Z,Completed,NA,NA,4,1,Vulnerable Residents,5,"Teachers and education officials were trained on MHPSS, Child Protection and GBV in from October 2022 and the activity is continuous over the project lifecycle, targeting new teachers in every cycle of the training. In February 2023, the training focused on identification of children experiencing child protections issues and available reporting and referral mechanisms in their respective regions. The trainings were conducted by MoE Education Officers and Children’s Officers from Children’s Department. There has been demonstrable collaboration between schools and child protection actors outside the school as child protection cases are reported to Children’s Officers accordingly",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE008,5. Educators resilience enhancing,5
February,Save the Children,International NGO,UNICEF,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Teachers and school-based personnel trained on MHPSS, child protection issues, GBV, and on how to identify vulnerable children and how to report cases and make referrals. 
",Save the Children,Wajir,Korondille,2023-01-22T00:00:00Z,2023-02-01T00:00:00Z,Completed,NA,NA,3,1,Vulnerable Residents,4,"Teachers and education officials were trained on MHPSS, Child Protection and GBV in from October 2022 and the activity is continuous over the project lifecycle, targeting new teachers in every cycle of the training. In February 2023, the training focused on identification of children experiencing child protections issues and available reporting and referral mechanisms in their respective regions. The trainings were conducted by MoE Education Officers and Children’s Officers from Children’s Department. There has been demonstrable collaboration between schools and child protection actors outside the school as child protection cases are reported to Children’s Officers accordingly",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE008,5. Educators resilience enhancing,4
February,Save the Children,International NGO,UNICEF,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Teachers and school-based personnel trained on MHPSS, child protection issues, GBV, and on how to identify vulnerable children and how to report cases and make referrals. 
",Save the Children,Wajir,Habaswein,2023-01-22T00:00:00Z,2023-02-01T00:00:00Z,Completed,NA,NA,4,1,Vulnerable Residents,5,"Teachers and education officials were trained on MHPSS, Child Protection and GBV in from October 2022 and the activity is continuous over the project lifecycle, targeting new teachers in every cycle of the training. In February 2023, the training focused on identification of children experiencing child protections issues and available reporting and referral mechanisms in their respective regions. The trainings were conducted by MoE Education Officers and Children’s Officers from Children’s Department. There has been demonstrable collaboration between schools and child protection actors outside the school as child protection cases are reported to Children’s Officers accordingly",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE008,5. Educators resilience enhancing,5
February,Save the Children,International NGO,UNICEF,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Teachers and school-based personnel trained on MHPSS, child protection issues, GBV, and on how to identify vulnerable children and how to report cases and make referrals. 
",Save the Children,Wajir,Sabuli,2023-01-22T00:00:00Z,2023-02-01T00:00:00Z,Completed,NA,NA,4,1,Vulnerable Residents,5,"Teachers and education officials were trained on MHPSS, Child Protection and GBV in from October 2022 and the activity is continuous over the project lifecycle, targeting new teachers in every cycle of the training. In February 2023, the training focused on identification of children experiencing child protections issues and available reporting and referral mechanisms in their respective regions. The trainings were conducted by MoE Education Officers and Children’s Officers from Children’s Department. There has been demonstrable collaboration between schools and child protection actors outside the school as child protection cases are reported to Children’s Officers accordingly",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE008,5. Educators resilience enhancing,5
February,Save the Children,International NGO,UNICEF,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Newly enrolled OOSC benefitting from school-based mentorship sessions, group psychosocial support sessions and vulnerable OOSC girls and boys who receive any form of protection services, including case management and psychosocial support  and OOSC boys and girls and other vulnerable learners rescued from child marriages and other forms of abuse through school-based child rescue interventions 


",Save the Children,Baringo,Marigat,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,70,90,NA,NA,Vulnerable Residents,160,"These children received Mental Health and Psycho-social Support  from trained guidance and counselling teachers, and other professionals trained in MHPSS, Child protection, forms and types of child abuse and effective ways of protecting children from abuse as well as responding to survivors of child abuse. Children who have gone through any form of abuse received Immediate medical attention and rescued immediately and placed in a temporary place of safety until all risks of abuse are eliminated where the child lives, individualized care plan for those in need of psychosocial support",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE030,6. Children resilience enhancing,160
February,Save the Children,International NGO,UNICEF,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Newly enrolled OOSC benefitting from school-based mentorship sessions, group psychosocial support sessions and vulnerable OOSC girls and boys who receive any form of protection services, including case management and psychosocial support  and OOSC boys and girls and other vulnerable learners rescued from child marriages and other forms of abuse through school-based child rescue interventions 


",Save the Children,Baringo,Tiaty East,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,56,112,NA,NA,NA,168,"These children received Mental Health and Psycho-social Support  from trained guidance and counselling teachers, and other professionals trained in MHPSS, Child protection, forms and types of child abuse and effective ways of protecting children from abuse as well as responding to survivors of child abuse. Children who have gone through any form of abuse received Immediate medical attention and rescued immediately and placed in a temporary place of safety until all risks of abuse are eliminated where the child lives, individualized care plan for those in need of psychosocial support",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE030,6. Children resilience enhancing,168
February,Save the Children,International NGO,UNICEF,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Newly enrolled OOSC benefitting from school-based mentorship sessions, group psychosocial support sessions and vulnerable OOSC girls and boys who receive any form of protection services, including case management and psychosocial support  and OOSC boys and girls and other vulnerable learners rescued from child marriages and other forms of abuse through school-based child rescue interventions 


",Save the Children,Turkana,Kibish,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,450,403,NA,NA,Vulnerable Residents,853,"These children received Mental Health and Psycho-social Support  from trained guidance and counselling teachers, and other professionals trained in MHPSS, Child protection, forms and types of child abuse and effective ways of protecting children from abuse as well as responding to survivors of child abuse. Children who have gone through any form of abuse received Immediate medical attention and rescued immediately and placed in a temporary place of safety until all risks of abuse are eliminated where the child lives, individualized care plan for those in need of psychosocial support",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE023,6. Children resilience enhancing,853
February,Save the Children,International NGO,UNICEF,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Newly enrolled OOSC benefitting from school-based mentorship sessions, group psychosocial support sessions and vulnerable OOSC girls and boys who receive any form of protection services, including case management and psychosocial support  and OOSC boys and girls and other vulnerable learners rescued from child marriages and other forms of abuse through school-based child rescue interventions 


",Save the Children,Turkana,Turkana North,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,478,380,NA,NA,Vulnerable Residents,858,"These children received Mental Health and Psycho-social Support  from trained guidance and counselling teachers, and other professionals trained in MHPSS, Child protection, forms and types of child abuse and effective ways of protecting children from abuse as well as responding to survivors of child abuse. Children who have gone through any form of abuse received Immediate medical attention and rescued immediately and placed in a temporary place of safety until all risks of abuse are eliminated where the child lives, individualized care plan for those in need of psychosocial support",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE023,6. Children resilience enhancing,858
February,Save the Children,International NGO,UNICEF,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Newly enrolled OOSC benefitting from school-based mentorship sessions, group psychosocial support sessions and vulnerable OOSC girls and boys who receive any form of protection services, including case management and psychosocial support  and OOSC boys and girls and other vulnerable learners rescued from child marriages and other forms of abuse through school-based child rescue interventions 


",Save the Children,Wajir,Eldas,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,205,254,NA,NA,Vulnerable Residents,459,"These children received Mental Health and Psycho-social Support  from trained guidance and counselling teachers, and other professionals trained in MHPSS, Child protection, forms and types of child abuse and effective ways of protecting children from abuse as well as responding to survivors of child abuse. Children who have gone through any form of abuse received Immediate medical attention and rescued immediately and placed in a temporary place of safety until all risks of abuse are eliminated where the child lives, individualized care plan for those in need of psychosocial support",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE008,6. Children resilience enhancing,459
February,Save the Children,International NGO,UNICEF,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Newly enrolled OOSC benefitting from school-based mentorship sessions, group psychosocial support sessions and vulnerable OOSC girls and boys who receive any form of protection services, including case management and psychosocial support  and OOSC boys and girls and other vulnerable learners rescued from child marriages and other forms of abuse through school-based child rescue interventions 


",Save the Children,Wajir,Bute,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,154,205,NA,NA,Vulnerable Residents,359,"These children received Mental Health and Psycho-social Support  from trained guidance and counselling teachers, and other professionals trained in MHPSS, Child protection, forms and types of child abuse and effective ways of protecting children from abuse as well as responding to survivors of child abuse. Children who have gone through any form of abuse received Immediate medical attention and rescued immediately and placed in a temporary place of safety until all risks of abuse are eliminated where the child lives, individualized care plan for those in need of psychosocial support",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE008,6. Children resilience enhancing,359
February,Save the Children,International NGO,UNICEF,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Newly enrolled OOSC benefitting from school-based mentorship sessions, group psychosocial support sessions and vulnerable OOSC girls and boys who receive any form of protection services, including case management and psychosocial support  and OOSC boys and girls and other vulnerable learners rescued from child marriages and other forms of abuse through school-based child rescue interventions 


",Save the Children,Wajir,Wajir North,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,169,139,NA,NA,Vulnerable Residents,308,"These children received Mental Health and Psycho-social Support  from trained guidance and counselling teachers, and other professionals trained in MHPSS, Child protection, forms and types of child abuse and effective ways of protecting children from abuse as well as responding to survivors of child abuse. Children who have gone through any form of abuse received Immediate medical attention and rescued immediately and placed in a temporary place of safety until all risks of abuse are eliminated where the child lives, individualized care plan for those in need of psychosocial support",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE008,6. Children resilience enhancing,308
February,Save the Children,International NGO,UNICEF,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Newly enrolled OOSC benefitting from school-based mentorship sessions, group psychosocial support sessions and vulnerable OOSC girls and boys who receive any form of protection services, including case management and psychosocial support  and OOSC boys and girls and other vulnerable learners rescued from child marriages and other forms of abuse through school-based child rescue interventions 


",Save the Children,Wajir,Korondille,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,128,139,NA,NA,Vulnerable Residents,267,"These children received Mental Health and Psycho-social Support  from trained guidance and counselling teachers, and other professionals trained in MHPSS, Child protection, forms and types of child abuse and effective ways of protecting children from abuse as well as responding to survivors of child abuse. Children who have gone through any form of abuse received Immediate medical attention and rescued immediately and placed in a temporary place of safety until all risks of abuse are eliminated where the child lives, individualized care plan for those in need of psychosocial support",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE008,6. Children resilience enhancing,267
February,Save the Children,International NGO,UNICEF,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Newly enrolled OOSC benefitting from school-based mentorship sessions, group psychosocial support sessions and vulnerable OOSC girls and boys who receive any form of protection services, including case management and psychosocial support  and OOSC boys and girls and other vulnerable learners rescued from child marriages and other forms of abuse through school-based child rescue interventions 


",Save the Children,Wajir,Habaswein,2022-12-01T00:00:00Z,2023-02-01T00:00:00Z,Completed,179,156,NA,NA,Vulnerable Residents,335,"These children received Mental Health and Psycho-social Support  from trained guidance and counselling teachers, and other professionals trained in MHPSS, Child protection, forms and types of child abuse and effective ways of protecting children from abuse as well as responding to survivors of child abuse. Children who have gone through any form of abuse received Immediate medical attention and rescued immediately and placed in a temporary place of safety until all risks of abuse are eliminated where the child lives, individualized care plan for those in need of psychosocial support",CONSOLIDATED_5W_ Education_Feb 2023 Report.xlsx,NA,KE008,6. Children resilience enhancing,335
